lessonId	position	dayId	exerciseId	type	assessmentMode	instruction	audio	display	displayFormat	options	optionsFormat	correct	targetNumber	validationResult	origin	sourceExerciseId	topic	prerequisite	introducesNewContent	assessesContent
wb1_l4	43	wb1_l4_d3	wb1_l4_d3_e13	identification		Who is the first one?	Daniel is the first one.		unknown	Daniel | Anna | Lucas | Emily	unknown	Daniel		not-applicable:identification	normalized from wb1_l4_d1_e1	wb1_l4_d1_e1	numbers		true	false
wb1_l4	44	wb1_l4_d3	wb1_l4_d3_e14	identification		Who is second?	Anna is second.		unknown	Emily | Bruno | Anna | Daniel	unknown	Anna		not-applicable:identification	normalized from wb1_l4_d1_e2	wb1_l4_d1_e2	other		true	false
wb1_l4	45	wb1_l4_d3	wb1_l4_d3_e15	identification		Who is third?	Lucas is third.		unknown	Bruno | Lucas | Anna | Emily	unknown	Lucas		not-applicable:identification	normalized from wb1_l4_d1_e3	wb1_l4_d1_e3	other		true	false
wb1_l4	46	wb1_l4_d4	wb1_l4_d4_e1	multiple-choice		When is Bruno's birthday?	My birthday is March tenth.		unknown	March tenth | March third | May tenth | June fifteenth	unknown	March tenth		not-applicable:multiple-choice	normalized from wb1_l4_d4_e1	wb1_l4_d4_e1	alphabet		true	false
wb1_l4	47	wb1_l4_d4	wb1_l4_d4_e2	multiple-choice		When is Lucas's birthday?	My birthday is May third.		unknown	May third | May thirtieth | March third | April seventh	unknown	May third		not-applicable:multiple-choice	normalized from wb1_l4_d4_e2	wb1_l4_d4_e2	alphabet		false	true
wb1_l4	48	wb1_l4_d4	wb1_l4_d4_e3	multiple-choice		When is Anna's birthday?	Mine is September first.		unknown	September first | September fourth | January first | April first	unknown	September first		not-applicable:multiple-choice	normalized from wb1_l4_d4_e3	wb1_l4_d4_e3	alphabet		false	true
wb1_l4	49	wb1_l4_d4	wb1_l4_d4_e4	multiple-choice		When is Daniel's birthday?	My birthday is January twenty-first.		unknown	January twentieth | January twenty-first | June twenty-first | July fourth	unknown	January twenty-first		not-applicable:multiple-choice	normalized from wb1_l4_d4_e4	wb1_l4_d4_e4	alphabet		false	true
wb1_l4	50	wb1_l4_d4	wb1_l4_d4_e5	multiple-choice		When is Lais's birthday?	My birthday is April seventh.		unknown	April seventeenth | April seventh | August seventh | May seventh	unknown	April seventh		not-applicable:multiple-choice	normalized from wb1_l4_d4_e5	wb1_l4_d4_e5	alphabet		false	true
wb1_l4	51	wb1_l4_d4	wb1_l4_d4_e6	multiple-choice		When is Emily's birthday?	My birthday is July fourth.		unknown	July fourth | July fourteenth | June fourth | July first	unknown	July fourth		not-applicable:multiple-choice	normalized from wb1_l4_d4_e6	wb1_l4_d4_e6	alphabet		false	true
wb1_l4	52	wb1_l4_d4	wb1_l4_d4_e7	multiple-choice		What holiday is on July fourth?	That is Independence Day in the USA.		unknown	Thanksgiving | Halloween | Independence Day | Easter	unknown	Independence Day		not-applicable:multiple-choice	normalized from wb1_l4_d4_e7	wb1_l4_d4_e7	other		false	true
wb1_l4	53	wb1_l4_d4	wb1_l4_d4_e8	multiple-choice		When is Thanksgiving?	Thanksgiving is on the fourth Thursday of November.		unknown	the first Monday of May | the fourth Thursday of November | the second Tuesday of June | the third Friday of December	unknown	the fourth Thursday of November		not-applicable:multiple-choice	normalized from wb1_l4_d4_e8	wb1_l4_d4_e8	other		false	true
wb1_l4	54	wb1_l4_d4	wb1_l4_d4_e9	multiple-choice		When is the party?	I have a party on June fifteenth.		unknown	June fifth | June fifteenth | July fifteenth | June thirtieth	unknown	June fifteenth		not-applicable:multiple-choice	normalized from wb1_l4_d4_e9	wb1_l4_d4_e9	alphabet		false	true
wb1_l4	55	wb1_l4_d4	wb1_l4_d4_e10	multiple-choice		What is the address?	It is at 21 First Street.		unknown	12 First Street | 21 First Street | 31 Third Street | 41 Fourth Street	mixed	21 First Street		not-applicable:multiple-choice	normalized from wb1_l4_d4_e10	wb1_l4_d4_e10	other		false	true
wb1_l4	56	wb1_l4_d5	wb1_l4_d5_e1	speaking		Who is first in line?	Who is first in line?	Who is first in line?	unknown		none	anna		not-applicable:speaking	normalized from wb1_l4_d5_e1	wb1_l4_d5_e1	other		false	true
wb1_l4	57	wb1_l4_d5	wb1_l4_d5_e2	speaking		Who is second?	Who is second?	Who is second?	unknown		none	lucas		not-applicable:speaking	normalized from wb1_l4_d5_e2	wb1_l4_d5_e2	other		false	true
wb1_l4	58	wb1_l4_d5	wb1_l4_d5_e3	speaking		Who is third?	Who is third?	Who is third?	unknown		none	daniel		not-applicable:speaking	normalized from wb1_l4_d5_e3	wb1_l4_d5_e3	other		false	true
wb1_l4	59	wb1_l4_d5	wb1_l4_d5_e4	speaking		Who is fourth?	Who is fourth?	Who is fourth?	unknown		none	emily		not-applicable:speaking	normalized from wb1_l4_d5_e4	wb1_l4_d5_e4	other		false	true
wb1_l4	60	wb1_l4_d5	wb1_l4_d5_e5	speaking		Listen and answer: What do ordinal numbers show?	What do ordinal numbers show?	Question: What do ordinal numbers show?	unknown		none	order		not-applicable:speaking	normalized from wb1_l4_d5_e5	wb1_l4_d5_e5	numbers		false	true
wb1_l4	61	wb1_l4_d5	wb1_l4_d5_e6	speaking		Listen and answer: Does fourth have the TH sound?	Does fourth have the TH sound?	Question: Does fourth have the TH sound?	unknown		none	yes		not-applicable:speaking	normalized from wb1_l4_d5_e6	wb1_l4_d5_e6	other		false	true
wb1_l4	62	wb1_l4_d5	wb1_l4_d5_e7	speaking		Listen and answer: Does second have the TH sound?	Does second have the TH sound?	Question: Does second have the TH sound?	unknown		none	no		not-applicable:speaking	normalized from wb1_l4_d5_e7	wb1_l4_d5_e7	other		false	true
wb1_l4	63	wb1_l4_d5	wb1_l4_d5_e8	speaking		Listen and answer: What is the first letter of the alphabet?	What is the first letter of the alphabet?	Question: First letter?	unknown		none	a		not-applicable:speaking	normalized from wb1_l4_d5_e8	wb1_l4_d5_e8	alphabet		false	true
wb1_l4	64	wb1_l4_d5	wb1_l4_d5_e9	speaking		Listen and answer: What is the second letter of the alphabet?	What is the second letter?	Question: Second letter?	unknown		none	b		not-applicable:speaking	normalized from wb1_l4_d5_e9	wb1_l4_d5_e9	alphabet		false	true
wb1_l4	65	wb1_l4_d5	wb1_l4_d5_e10	speaking		Listen and answer: What is the third letter of the alphabet?	What is the third letter?	Question: Third letter?	unknown		none	c		not-applicable:speaking	normalized from wb1_l4_d5_e10	wb1_l4_d5_e10	alphabet		false	true
wb1_l4	66	wb1_l4_d5	wb1_l4_d5_e11	speaking		Listen and answer: What is the fourth number?	What is the fourth number?	Question: Fourth number?	unknown		none	four	4	not-applicable:speaking	normalized from wb1_l4_d5_e11	wb1_l4_d5_e11	numbers		false	true
wb1_l4	67	wb1_l4_d5	wb1_l4_d5_e12	speaking		Listen and repeat exactly as you hear.	My birthday is on March tenth.		unknown		none	my birthday is on march tenth		not-applicable:speaking	normalized from wb1_l4_d5_e12	wb1_l4_d5_e12	other		false	true
wb1_l4	68	wb1_l4_d5	wb1_l4_d5_e13	multiple-choice		Who came first?	Joe was first.	Choosing Team	unknown	Joe | Tom | John | Bob	unknown	Joe		not-applicable:multiple-choice	normalized from wb1_l4_d6_e1	wb1_l4_d6_e1	other		true	false
wb1_l4	69	wb1_l4_d5	wb1_l4_d5_e14	multiple-choice		Who was second?	Tom was second.	Choosing Team	unknown	Bob | Tom | Sam | Greg	unknown	Tom		not-applicable:multiple-choice	normalized from wb1_l4_d6_e2	wb1_l4_d6_e2	other		false	true
wb1_l4	70	wb1_l4_d5	wb1_l4_d5_e15	multiple-choice		Who was third?	John was third.	Choosing Team	unknown	John | Joe | Charlie | JD	unknown	John		not-applicable:multiple-choice	normalized from wb1_l4_d6_e3	wb1_l4_d6_e3	other		false	true
wb1_l4	71	wb1_l4_d6	wb1_l4_d6_e1	multiple-choice		Who came first?	Joe was first.	Choosing Team	unknown	Joe | Tom | John | Bob	unknown	Joe		not-applicable:multiple-choice	normalized from wb1_l4_d6_e1	wb1_l4_d6_e1	other		true	false
wb1_l4	72	wb1_l4_d6	wb1_l4_d6_e2	multiple-choice		Who was second?	Tom was second.	Choosing Team	unknown	Bob | Tom | Sam | Greg	unknown	Tom		not-applicable:multiple-choice	normalized from wb1_l4_d6_e2	wb1_l4_d6_e2	other		false	true
wb1_l4	73	wb1_l4_d6	wb1_l4_d6_e3	multiple-choice		Who was third?	John was third.	Choosing Team	unknown	John | Joe | Charlie | JD	unknown	John		not-applicable:multiple-choice	normalized from wb1_l4_d6_e3	wb1_l4_d6_e3	other		false	true
wb1_l4	74	wb1_l4_d6	wb1_l4_d6_e4	multiple-choice		Who is fifth?	Sam is fifth.	Choosing Team	unknown	Sam | Bob | Greg | Peter	unknown	Sam		not-applicable:multiple-choice	normalized from wb1_l4_d6_e4	wb1_l4_d6_e4	other		false	true
wb1_l4	75	wb1_l4_d6	wb1_l4_d6_e5	multiple-choice		Who was tenth?	Fernando was tenth.	Choosing Team	unknown	Charlie | Greg | Fernando | Samuel	unknown	Fernando		not-applicable:multiple-choice	normalized from wb1_l4_d6_e5	wb1_l4_d6_e5	other		false	true
wb1_l4	76	wb1_l4_d6	wb1_l4_d6_e6	multiple-choice		Who was eleventh?	JD was eleventh.	Choosing Team	unknown	JD | Eder | Benjamin | Anderson	unknown	JD		not-applicable:multiple-choice	normalized from wb1_l4_d6_e6	wb1_l4_d6_e6	numbers		false	true
wb1_l4	77	wb1_l4_d6	wb1_l4_d6_e7	multiple-choice		Who was fifteenth?	Anderson was fifteenth.	Choosing Team	unknown	Benjamin | Anderson | Ronaldo | Neymar	unknown	Anderson		not-applicable:multiple-choice	normalized from wb1_l4_d6_e7	wb1_l4_d6_e7	numbers		false	true
wb1_l4	78	wb1_l4_d6	wb1_l4_d6_e8	multiple-choice		Who was nineteenth and the last one to arrive?	Neymar was nineteenth and the last one to arrive.	Choosing Team	unknown	Ronaldo | Rivaldo | Neymar | Ronaldinho	unknown	Neymar		not-applicable:multiple-choice	normalized from wb1_l4_d6_e8	wb1_l4_d6_e8	numbers		false	true
wb1_l4	79	wb1_l4_d6	wb1_l4_d6_e9	multiple-choice		Who is the student from Brazil?	Bruno is a student from Brazil.	Reading Check	unknown	Bruno | Daniel | Pastor McMartin | Joe	unknown	Bruno		not-applicable:multiple-choice	normalized from wb1_l4_d6_e9	wb1_l4_d6_e9	alphabet		false	true
wb1_l4	80	wb1_l4_d6	wb1_l4_d6_e10	multiple-choice		What word does Bruno read first?	First, Bruno reads the word walk.	Reading Check	unknown	knife | walk | sword | order	unknown	walk		not-applicable:multiple-choice	normalized from wb1_l4_d6_e10	wb1_l4_d6_e10	other		false	true
wb1_l4	81	wb1_l4_d7	wb1_l4_final_v2_listen_write_1	writing	listening-writing	Listen and write exactly what you hear.	Daniel is the first one.	Name: Daniel	unknown		none	Daniel is the first one.		not-applicable:writing	normalized from wb1_l4_d1_e1	wb1_l4_d1_e1	numbers		true	false
wb1_l4	82	wb1_l4_d7	wb1_l4_final_v2_listen_write_2	writing	listening-writing	Listen and write exactly what you hear.	fourth		unknown		none	fourth		not-applicable:writing	normalized from wb1_l4_d2_e13	wb1_l4_d2_e13	other		false	true
wb1_l4	83	wb1_l4_d7	wb1_l4_final_v2_listen_write_3	writing	listening-writing	Listen and write exactly what you hear.	eleventh		unknown		none	eleventh		not-applicable:writing	normalized from wb1_l4_d2_e8	wb1_l4_d2_e8	numbers		true	false
wb1_l4	84	wb1_l4_d7	wb1_l4_final_v2_listen_write_4	writing	listening-writing	Listen and write exactly what you hear.	Emily is second.	Name: Emily	unknown		none	Emily is second.		not-applicable:writing	normalized from wb1_l4_d3_e4	wb1_l4_d3_e4	other		false	true
wb1_l4	85	wb1_l4_d7	wb1_l4_final_v2_listen_write_5	writing	listening-writing	Listen and write exactly what you hear.	My birthday is January twenty-first.		unknown		none	My birthday is January twenty-first.		not-applicable:writing	normalized from wb1_l4_d4_e4	wb1_l4_d4_e4	numbers		false	true
wb1_l4	86	wb1_l4_d7	wb1_l4_final_v2_listen_write_6	writing	listening-writing	Listen and write exactly what you hear.	Who is second?		unknown		none	Who is second?		not-applicable:writing	normalized from wb1_l4_d5_e2	wb1_l4_d5_e2	other		false	true
wb1_l4	87	wb1_l4_d7	wb1_l4_final_v2_listen_write_7	writing	listening-writing	Listen and write exactly what you hear.	What is the second letter?		unknown		none	What is the second letter?		not-applicable:writing	normalized from wb1_l4_d5_e9	wb1_l4_d5_e9	alphabet		false	true
wb1_l4	88	wb1_l4_d7	wb1_l4_final_v2_listen_write_8	writing	listening-writing	Listen and write exactly what you hear.	Sam is fifth.		unknown		none	Sam is fifth.		not-applicable:writing	normalized from wb1_l4_d6_e4	wb1_l4_d6_e4	other		false	true
wb1_l4	89	wb1_l4_d7	wb1_l4_final_v2_shadow_1	speaking	shadowing	Listen and repeat exactly what you hear.	Daniel is the first one.		unknown		none	Daniel is the first one.		not-applicable:speaking	normalized from wb1_l4_d1_e1	wb1_l4_d1_e1	numbers		true	false
wb1_l4	90	wb1_l4_d7	wb1_l4_final_v2_shadow_2	speaking	shadowing	Listen and repeat exactly what you hear.	Daniel is first.		unknown		none	Daniel is first.		not-applicable:speaking	normalized from wb1_l4_d3_e3	wb1_l4_d3_e3	other		false	true
wb1_l4	91	wb1_l4_d7	wb1_l4_final_v2_shadow_3	speaking	shadowing	Listen and repeat exactly what you hear.	Mine is September first.		unknown		none	Mine is September first.		not-applicable:speaking	normalized from wb1_l4_d4_e3	wb1_l4_d4_e3	other		false	true
wb1_l4	92	wb1_l4_d7	wb1_l4_final_v2_shadow_4	speaking	shadowing	Listen and repeat exactly what you hear.	Who is first in line?		unknown		none	Who is first in line?		not-applicable:speaking	normalized from wb1_l4_d5_e1	wb1_l4_d5_e1	other		false	true
wb1_l4	93	wb1_l4_d7	wb1_l4_final_v2_shadow_5	speaking	shadowing	Listen and repeat exactly what you hear.	What is the second letter?		unknown		none	What is the second letter?		not-applicable:speaking	normalized from wb1_l4_d5_e9	wb1_l4_d5_e9	alphabet		false	true
wb1_l4	94	wb1_l4_d7	wb1_l4_final_v2_shadow_6	speaking	shadowing	Listen and repeat exactly what you hear.	Sam is fifth.		unknown		none	Sam is fifth.		not-applicable:speaking	normalized from wb1_l4_d6_e4	wb1_l4_d6_e4	other		false	true
wb1_l4	95	wb1_l4_d7	wb1_l4_final_v2_speak_1	speaking	speaking	Listen and answer aloud in English.	Who is the first one?		unknown		none	Daniel		not-applicable:speaking	normalized from wb1_l4_d1_e1	wb1_l4_d1_e1	numbers		true	false
wb1_l4	96	wb1_l4_d7	wb1_l4_final_v2_speak_2	speaking	speaking	Listen and answer aloud in English.	Why do we use ordinal numbers?		unknown		none	to show position		not-applicable:speaking	normalized from wb1_l4_d3_e2	wb1_l4_d3_e2	numbers		false	true
wb1_l4	97	wb1_l4_d7	wb1_l4_final_v2_speak_3	speaking	speaking	Listen and answer aloud in English.	Who is first in line?		unknown		none	Anna is first in line.		not-applicable:speaking	normalized from wb1_l4_d5_e1	wb1_l4_d5_e1	other		false	true
wb1_l4	98	wb1_l4_d7	wb1_l4_final_v2_speak_4	speaking	speaking	Listen and answer aloud in English.	Does second have the TH sound?	Question: Does second have the TH sound?	unknown		none	no		not-applicable:speaking	normalized from wb1_l4_d5_e7	wb1_l4_d5_e7	other		false	true
wb1_l4	99	wb1_l4_d7	wb1_l4_final_v2_speak_5	speaking	speaking	Listen and answer aloud in English.	Who came first?	Choosing Team	unknown		none	Joe		not-applicable:speaking	normalized from wb1_l4_d6_e1	wb1_l4_d6_e1	other		true	false
wb1_l4	100	wb1_l4_d7	wb1_l4_final_v2_speak_6	speaking	speaking	Listen and answer aloud in English.	Who was eleventh?	Choosing Team	unknown		none	JD		not-applicable:speaking	normalized from wb1_l4_d6_e6	wb1_l4_d6_e6	numbers		false	true
wb1_l5	1	wb1_l5_d1	wb1_l5_d1_e1	multiple-choice		What is your name?	My name is Emma.		unknown	My name is Emma. | I am ten years old. | I am from Brazil. | Yes, I am.	unknown	My name is Emma.		not-applicable:multiple-choice	normalized from wb1_l5_d1_e1	wb1_l5_d1_e1	other		true	false
wb1_l5	2	wb1_l5_d1	wb1_l5_d1_e2	multiple-choice		How old are you?	I am ten years old.		unknown	I am Emma. | I am ten years old. | I am from Laura. | She is eleven.	unknown	I am ten years old.		not-applicable:multiple-choice	normalized from wb1_l5_d1_e2	wb1_l5_d1_e2	alphabet		true	false
wb1_l5	3	wb1_l5_d1	wb1_l5_d1_e3	multiple-choice		Where are you from?	I am from Brazil.		unknown	I am from Brazil. | I am eleven years old. | My name is Brazil. | Yes, she is.	unknown	I am from Brazil.		not-applicable:multiple-choice	normalized from wb1_l5_d1_e3	wb1_l5_d1_e3	alphabet		true	false
wb1_l5	4	wb1_l5_d1	wb1_l5_d1_e4	multiple-choice		Are you a student?	Yes, I am.		unknown	Yes, I am. | My name is Emma. | I am from Brazil. | She is Laura.	unknown	Yes, I am.		not-applicable:multiple-choice	normalized from wb1_l5_d1_e4	wb1_l5_d1_e4	alphabet		true	false
wb1_l5	5	wb1_l5_d1	wb1_l5_d1_e5	multiple-choice		Who is she?	She is my friend, Laura.		unknown	She is my friend, Laura. | She is from Italy. | I am Laura. | He is my teacher.	unknown	She is my friend, Laura.		not-applicable:multiple-choice	normalized from wb1_l5_d1_e5	wb1_l5_d1_e5	other		true	false
wb1_l5	6	wb1_l5_d1	wb1_l5_d1_e6	multiple-choice		How old is she?	She is eleven years old.		unknown	She is ten years old. | She is eleven years old. | He is eleven years old. | She is from Brazil.	unknown	She is eleven years old.		not-applicable:multiple-choice	normalized from wb1_l5_d1_e6	wb1_l5_d1_e6	numbers		false	true
wb1_l5	7	wb1_l5_d1	wb1_l5_d1_e7	identification		Listen and pick the correct answer.	He is Bruno.		unknown	He is Bruno. | She is Julia. | We are students. | I am Maria.	unknown	He is Bruno.		not-applicable:identification	normalized from wb1_l5_d1_e7	wb1_l5_d1_e7	other		false	true
wb1_l5	8	wb1_l5_d1	wb1_l5_d1_e8	identification		Listen and pick the correct answer.	He is from Brazil.		unknown	He is from Brazil. | He is from Greece. | She is from Italy. | They are from Peru.	unknown	He is from Brazil.		not-applicable:identification	normalized from wb1_l5_d1_e8	wb1_l5_d1_e8	other		false	true
wb1_l5	9	wb1_l5_d1	wb1_l5_d1_e9	identification		Listen and pick the correct answer.	She is Julia.		unknown	She is Julia. | He is Bruno. | I am Maria. | We are teachers.	unknown	She is Julia.		not-applicable:identification	normalized from wb1_l5_d1_e9	wb1_l5_d1_e9	other		false	true
wb1_l5	10	wb1_l5_d1	wb1_l5_d1_e10	identification		Listen and pick the correct answer.	She is from Italy.		unknown	She is from Mexico. | She is from Brazil. | She is from Italy. | She is from Canada.	unknown	She is from Italy.		not-applicable:identification	normalized from wb1_l5_d1_e10	wb1_l5_d1_e10	other		false	true
wb1_l5	11	wb1_l5_d1	wb1_l5_d1_e11	identification		Listen and pick the correct answer.	We are students.		unknown	We are students. | He is a student. | I am a teacher. | She is a friend.	unknown	We are students.		not-applicable:identification	normalized from wb1_l5_d1_e11	wb1_l5_d1_e11	other		false	true
wb1_l5	12	wb1_l5_d1	wb1_l5_d1_e12	writing		Type in words what you hear.	name		unknown		none	name		not-applicable:writing	normalized from wb1_l5_d1_e12	wb1_l5_d1_e12	other		false	true
wb1_l5	13	wb1_l5_d1	wb1_l5_d1_e13	writing		Type in words what you hear.	Brazil		unknown		none	brazil		not-applicable:writing	normalized from wb1_l5_d1_e13	wb1_l5_d1_e13	other		false	true
wb1_l5	14	wb1_l5_d1	wb1_l5_d1_e14	writing		Type in words what you hear.	student		unknown		none	student		not-applicable:writing	normalized from wb1_l5_d1_e14	wb1_l5_d1_e14	other		false	true
wb1_l5	15	wb1_l5_d1	wb1_l5_d1_e15	speaking		Listen and repeat exactly as you hear.	I am from Brazil.		unknown		none	i am from brazil		not-applicable:speaking	normalized from wb1_l5_d1_e15	wb1_l5_d1_e15	alphabet		false	true
wb1_l5	16	wb1_l5_d2	wb1_l5_d2_e1	multiple-choice		Complete: I ___ Daniel.			unknown	am | is | are	unknown	am		not-applicable:multiple-choice	normalized from wb1_l5_d2_e1	wb1_l5_d2_e1	alphabet		true	false
wb1_l5	17	wb1_l5_d2	wb1_l5_d2_e2	multiple-choice		Complete: She ___ from Mexico.			unknown	am | is | are	unknown	is		not-applicable:multiple-choice	normalized from wb1_l5_d2_e2	wb1_l5_d2_e2	other		true	false
wb1_l5	18	wb1_l5_d2	wb1_l5_d2_e3	multiple-choice		Complete: He ___ a student.			unknown	am | is | are	unknown	is		not-applicable:multiple-choice	normalized from wb1_l5_d2_e3	wb1_l5_d2_e3	alphabet		false	true
wb1_l5	19	wb1_l5_d2	wb1_l5_d2_e4	multiple-choice		Complete: We ___ friends.			unknown	am | is | are	unknown	are		not-applicable:multiple-choice	normalized from wb1_l5_d2_e4	wb1_l5_d2_e4	other		false	true
wb1_l5	20	wb1_l5_d2	wb1_l5_d2_e5	multiple-choice		Complete: You ___ my teacher.			unknown	am | is | are	unknown	are		not-applicable:multiple-choice	normalized from wb1_l5_d2_e5	wb1_l5_d2_e5	other		true	false
wb1_l5	21	wb1_l5_d2	wb1_l5_d2_e6	multiple-choice		Complete: They ___ in the classroom.			unknown	am | is | are	unknown	are		not-applicable:multiple-choice	normalized from wb1_l5_d2_e6	wb1_l5_d2_e6	other		false	true
wb1_l5	22	wb1_l5_d2	wb1_l5_d2_e7	multiple-choice		Complete: I ___ eleven years old.			unknown	am | is | are	unknown	am		not-applicable:multiple-choice	normalized from wb1_l5_d2_e7	wb1_l5_d2_e7	alphabet		false	true
wb1_l5	23	wb1_l5_d2	wb1_l5_d2_e8	multiple-choice		Complete: She ___ from Brazil.			unknown	am | is | are	unknown	is		not-applicable:multiple-choice	normalized from wb1_l5_d2_e8	wb1_l5_d2_e8	other		false	true
wb1_l5	24	wb1_l5_d2	wb1_l5_d2_e9	multiple-choice		Complete: He ___ my classmate.			unknown	am | is | are	unknown	is		not-applicable:multiple-choice	normalized from wb1_l5_d2_e9	wb1_l5_d2_e9	other		true	false
wb1_l5	25	wb1_l5_d2	wb1_l5_d2_e10	multiple-choice		Complete: We ___ students.			unknown	am | is | are	unknown	are		not-applicable:multiple-choice	normalized from wb1_l5_d2_e10	wb1_l5_d2_e10	other		false	true
wb1_l5	26	wb1_l5_d2	wb1_l5_d2_e11	writing		Type the missing word: My ___ is Lucas.	name		unknown		none	name		not-applicable:writing	normalized from wb1_l5_d2_e11	wb1_l5_d2_e11	other		false	true
wb1_l5	27	wb1_l5_d2	wb1_l5_d2_e12	writing		Type the missing words: I am twelve ___.	years old		unknown		none	years old		not-applicable:writing	normalized from wb1_l5_d2_e12	wb1_l5_d2_e12	alphabet		false	true
wb1_l5	28	wb1_l5_d2	wb1_l5_d2_e13	writing		Type the missing word: I am ___ Peru.	from		unknown		none	from		not-applicable:writing	normalized from wb1_l5_d2_e13	wb1_l5_d2_e13	alphabet		false	true
wb1_l5	29	wb1_l5_d2	wb1_l5_d2_e14	writing		Type the missing word: She is a ___.	student		unknown		none	student		not-applicable:writing	normalized from wb1_l5_d2_e14	wb1_l5_d2_e14	alphabet		false	true
wb1_l5	30	wb1_l5_d2	wb1_l5_d2_e15	writing		Type the missing word: He is my ___.	friend		unknown		none	friend		not-applicable:writing	normalized from wb1_l5_d2_e15	wb1_l5_d2_e15	other		false	true
wb1_l5	31	wb1_l5_d3	wb1_l5_d3_e1	multiple-choice		Match the question and answer: What is your name?	What is your name?		unknown	I am nine years old. | My name is Anna. | He is my brother. | Yes, I am.	unknown	My name is Anna.		not-applicable:multiple-choice	normalized from wb1_l5_d3_e1	wb1_l5_d3_e1	other		false	true
wb1_l5	32	wb1_l5_d3	wb1_l5_d3_e2	multiple-choice		Match the question and answer: How old are you?	How old are you?		unknown	I am nine years old. | My name is Anna. | I am from Chile. | He is my brother.	unknown	I am nine years old.		not-applicable:multiple-choice	normalized from wb1_l5_d3_e2	wb1_l5_d3_e2	alphabet		false	true
wb1_l5	33	wb1_l5_d3	wb1_l5_d3_e3	multiple-choice		Match the question and answer: Where are you from?	Where are you from?		unknown	He is my brother. | Yes, I am. | I am from Chile. | My name is Anna.	unknown	I am from Chile.		not-applicable:multiple-choice	normalized from wb1_l5_d3_e3	wb1_l5_d3_e3	alphabet		false	true
wb1_l5	34	wb1_l5_d3	wb1_l5_d3_e4	multiple-choice		Match the question and answer: Are you a student?	Are you a student?		unknown	My name is Anna. | Yes, I am. | I am from Chile. | He is my brother.	unknown	Yes, I am.		not-applicable:multiple-choice	normalized from wb1_l5_d3_e4	wb1_l5_d3_e4	alphabet		false	true
wb1_l5	35	wb1_l5_d3	wb1_l5_d3_e5	multiple-choice		Match the question and answer: Who is he?	Who is he?		unknown	I am nine years old. | He is my brother. | I am from Chile. | Yes, I am.	unknown	He is my brother.		not-applicable:multiple-choice	normalized from wb1_l5_d3_e5	wb1_l5_d3_e5	other		false	true
wb1_l5	36	wb1_l5_d3	wb1_l5_d3_e6	identification		Look at the information. What is the student's name?	Sofia	Name: Sofia	unknown	Sofia | Laura | Olivia | Emma	unknown	Sofia		not-applicable:identification	normalized from wb1_l5_d3_e6	wb1_l5_d3_e6	alphabet		true	false
wb1_l5	37	wb1_l5_d3	wb1_l5_d3_e7	identification		How old is Sofia?	ten	Age: 10	mixed	9 | 10 | 11 | 12	digits	10	10	not-applicable:identification	normalized from wb1_l5_d3_e7	wb1_l5_d3_e7	numbers		false	true
wb1_l5	38	wb1_l5_d3	wb1_l5_d3_e8	identification		Where is Sofia from?	Argentina	Country: Argentina	unknown	Brazil | Mexico | Argentina | Canada	unknown	Argentina		not-applicable:identification	normalized from wb1_l5_d3_e8	wb1_l5_d3_e8	other		false	true
wb1_l5	39	wb1_l5_d3	wb1_l5_d3_e9	identification		What is Sofia's occupation?	student	Occupation: Student	unknown	teacher | student | doctor | friend	unknown	student		not-applicable:identification	normalized from wb1_l5_d3_e9	wb1_l5_d3_e9	alphabet		false	true
wb1_l5	40	wb1_l5_d3	wb1_l5_d3_e10	writing		Write the sentence: Sofia is ___ years old.	ten		unknown		none	ten	10	not-applicable:writing	normalized from wb1_l5_d3_e10	wb1_l5_d3_e10	numbers		false	true
wb1_l5	41	wb1_l5_d3	wb1_l5_d3_e11	writing		Write the country: Sofia is from ___.	Argentina		unknown		none	argentina		not-applicable:writing	normalized from wb1_l5_d3_e11	wb1_l5_d3_e11	other		false	true
wb1_l5	42	wb1_l5_d3	wb1_l5_d3_e12	speaking		Listen and repeat exactly as you hear.	My name is Sofia.		unknown		none	my name is sofia		not-applicable:speaking	normalized from wb1_l5_d3_e12	wb1_l5_d3_e12	other		false	true
wb1_l5	43	wb1_l5_d3	wb1_l5_d3_e13	speaking		Listen and repeat exactly as you hear.	I am ten years old.		unknown		none	i am ten years old		not-applicable:speaking	normalized from wb1_l5_d3_e13	wb1_l5_d3_e13	alphabet		false	true
wb1_l5	44	wb1_l5_d3	wb1_l5_d3_e14	speaking		Listen and repeat exactly as you hear.	I am from Argentina.		unknown		none	i am from argentina		not-applicable:speaking	normalized from wb1_l5_d3_e14	wb1_l5_d3_e14	alphabet		false	true
wb1_l5	45	wb1_l5_d3	wb1_l5_d3_e15	multiple-choice		What is your name?	My name is Emma.		unknown	My name is Emma. | I am ten years old. | I am from Brazil. | Yes, I am.	unknown	My name is Emma.		not-applicable:multiple-choice	normalized from wb1_l5_d1_e1	wb1_l5_d1_e1	other		true	false
wb1_l5	46	wb1_l5_d4	wb1_l5_d4_e1	multiple-choice		What is the student's name?	My name is Leo.		unknown	Ben | Leo | Sara | Daniel	unknown	Leo		not-applicable:multiple-choice	normalized from wb1_l5_d4_e1	wb1_l5_d4_e1	alphabet		false	true
